CustomerID,Quantity,UnitPrice,InvoiceDate
13493.0,60,1.65,2011-03-09 15:35:00
15489.0,6,2.95,2011-10-13 10:55:00
16275.0,2,7.95,2011-05-27 12:41:00
12431.0,8,0.85,2011-02-17 08:23:00
14261.0,24,2.95,2011-09-22 10:47:00
14798.0,20,1.25,2011-10-18 10:58:00
12437.0,6,4.25,2011-11-30 16:47:00
13827.0,1,3.75,2011-07-29 11:45:00
15483.0,1,1.25,2011-03-18 12:26:00
14161.0,8,1.65,2010-12-05 13:18:00
13815.0,10,1.95,2011-01-25 12:16:00
16565.0,40,3.45,2010-12-10 15:21:00
14415.0,6,2.08,2011-06-10 15:07:00
12586.0,2,6.35,2011-11-22 16:24:00
12637.0,1,2.08,2011-10-03 13:46:00
13002.0,1,9.95,2011-01-25 15:18:00
16712.0,6,3.25,2011-11-21 15:57:00
16713.0,2,9.95,2011-04-18 11:29:00
14513.0,-1,1.65,2011-03-23 12:42:00
13467.0,4,0.29,2011-11-03 16:56:00
17397.0,2,3.75,2011-11-17 14:08:00
17244.0,48,0.65,2011-10-17 15:19:00
17987.0,20,0.42,2011-06-07 14:22:00
13614.0,2,9.95,2011-06-28 14:58:00
15117.0,24,0.55,2011-08-11 11:51:00
16729.0,6,3.75,2011-04-12 14:22:00
17423.0,40,2.55,2011-05-06 09:14:00
15061.0,42,3.39,2010-12-02 15:19:00
15552.0,1,1.95,2011-05-06 14:47:00
17377.0,2,1.25,2011-09-26 10:22:00
16607.0,6,2.95,2011-10-12 11:32:00
17779.0,2,2.95,2011-07-19 12:19:00
15361.0,24,1.65,2010-12-13 09:52:00
18015.0,1,0.29,2011-12-05 14:49:00
16150.0,6,2.55,2011-03-14 13:56:00
16839.0,72,1.06,2011-02-17 08:40:00
12748.0,1,400.0,2011-04-28 13:51:00
15696.0,2,8.95,2011-03-06 14:21:00
17081.0,1,4.25,2011-10-24 13:08:00
14156.0,192,1.45,2011-09-30 07:36:00
17491.0,2,5.95,2011-12-08 16:18:00
14289.0,6,2.95,2011-02-23 12:33:00
17920.0,1,1.65,2011-07-01 12:33:00
15819.0,6,2.08,2011-05-24 14:38:00
13488.0,48,0.29,2011-01-12 11:52:00
17675.0,2,8.5,2011-02-01 09:38:00
13719.0,4,3.75,2011-05-18 12:52:00
14096.0,1,2.46,2011-09-21 14:40:00
17758.0,1,2.95,2011-05-15 15:13:00
13137.0,2,2.08,2011-04-01 11:34:00
15356.0,5,1.65,2011-04-01 15:37:00
14223.0,6,4.95,2011-07-05 11:36:00
17442.0,12,1.25,2011-02-22 13:02:00
17758.0,20,1.25,2011-04-03 15:22:00
17585.0,2,1.25,2011-03-21 16:32:00
15320.0,1,4.25,2011-10-26 13:27:00
16187.0,10,1.25,2011-11-08 09:50:00
15660.0,12,1.45,2011-09-15 13:57:00
15218.0,40,2.08,2011-11-29 11:48:00
12567.0,10,1.65,2011-11-17 11:02:00
17444.0,24,0.29,2011-07-11 10:33:00
17432.0,6,0.85,2011-11-21 17:33:00
14502.0,2,0.85,2011-02-20 15:51:00
15311.0,16,5.95,2011-11-11 17:00:00
14159.0,4,2.55,2011-11-20 12:36:00
13505.0,15,0.42,2011-09-28 11:56:00
13451.0,2,2.1,2011-08-05 16:43:00
16156.0,12,1.95,2011-09-15 14:58:00
13895.0,12,1.25,2011-07-19 14:03:00
12567.0,12,1.65,2011-06-13 09:55:00
17829.0,12,2.95,2011-02-14 12:46:00
15676.0,12,1.45,2011-11-04 14:19:00
16945.0,10,0.85,2011-03-29 16:12:00
13148.0,6,2.95,2011-07-29 08:29:00
12683.0,12,1.95,2011-10-20 14:30:00
15570.0,6,2.95,2010-12-17 16:53:00
13246.0,2,2.1,2011-01-13 13:36:00
16931.0,3,2.08,2011-06-19 12:05:00
16728.0,4,1.45,2011-10-24 14:36:00
17997.0,4,0.85,2011-09-08 15:16:00
13089.0,12,2.55,2011-05-24 10:22:00
17416.0,2,6.95,2011-03-03 13:45:00
16979.0,12,1.25,2011-10-19 12:01:00
16609.0,30,2.08,2011-11-24 13:32:00
15078.0,10,1.65,2011-08-19 13:03:00
13635.0,6,3.75,2011-10-03 10:55:00
13634.0,3,0.85,2011-04-11 16:17:00
13015.0,3,4.95,2011-04-08 08:20:00
14557.0,30,1.65,2011-09-15 15:48:00
17613.0,1,1.65,2011-05-29 12:06:00
15789.0,12,1.25,2010-12-16 14:35:00
16115.0,1,1.25,2011-03-20 13:58:00
17841.0,1,0.42,2011-09-06 14:23:00
15755.0,1,12.5,2011-09-26 15:51:00
17491.0,4,4.95,2011-07-29 15:02:00
13871.0,8,1.95,2011-03-10 12:26:00
18069.0,1,1.25,2011-11-13 16:03:00
13780.0,2,1.25,2011-12-02 13:49:00
17686.0,12,0.85,2011-05-23 14:11:00
18161.0,6,2.95,2011-11-24 16:40:00
15626.0,12,0.83,2011-09-26 10:03:00
15311.0,10,6.75,2011-04-04 13:57:00
17725.0,12,1.25,2011-05-31 14:48:00
14096.0,1,10.79,2011-10-03 09:57:00
16091.0,12,2.08,2011-07-08 08:45:00
14672.0,18,1.65,2011-04-19 10:19:00
15996.0,3,2.95,2011-09-12 15:14:00
17505.0,4,4.65,2011-07-01 12:50:00
12971.0,6,2.95,2011-03-16 14:49:00
14606.0,1,1.45,2011-11-21 13:20:00
13883.0,10,1.25,2011-05-05 12:37:00
14711.0,1,1.65,2011-05-22 14:04:00
17883.0,1,0.79,2011-12-06 17:49:00
16243.0,1,2.1,2011-11-06 12:32:00
17841.0,1,4.95,2011-11-24 19:59:00
12933.0,1,3.75,2011-11-15 16:38:00
16712.0,3,2.55,2011-03-08 15:07:00
17774.0,3,2.55,2011-07-17 12:32:00
15787.0,1,0.39,2011-11-13 14:48:00
16794.0,1,2.95,2011-12-08 17:54:00
14936.0,12,1.45,2011-03-09 11:53:00
13521.0,2,1.45,2011-12-04 14:55:00
18118.0,5,1.65,2011-11-29 11:32:00
16781.0,1,14.95,2010-12-02 14:26:00
14034.0,1,0.85,2011-11-17 14:02:00
14684.0,2,0.55,2011-05-08 12:58:00
14731.0,3,1.25,2011-05-11 13:06:00
15440.0,2,1.25,2011-07-26 14:27:00
16033.0,4,1.65,2011-01-17 16:23:00
16241.0,3,1.25,2011-07-24 10:37:00
17364.0,1,1.69,2011-11-24 14:40:00
13035.0,12,0.85,2011-03-24 09:21:00
13694.0,100,1.75,2011-09-29 10:22:00
15081.0,12,0.95,2010-12-07 16:20:00
13630.0,12,0.83,2011-08-26 10:32:00
17735.0,10,2.08,2011-07-08 08:48:00
12471.0,12,1.65,2011-04-04 12:10:00
16984.0,2,2.95,2011-08-01 17:37:00
17899.0,1,4.95,2011-07-03 14:58:00
16015.0,6,0.79,2011-12-06 10:58:00
13390.0,12,1.65,2011-09-26 08:38:00
17175.0,12,0.85,2011-06-12 12:08:00
16764.0,1,3.95,2011-07-19 17:17:00
16477.0,6,2.55,2011-01-24 09:25:00
15311.0,1,2.55,2011-01-17 13:39:00
14769.0,12,1.25,2011-09-18 15:32:00
12678.0,3,145.0,2011-10-28 07:39:00
15218.0,96,0.85,2011-09-26 12:10:00
14936.0,5,2.1,2011-03-09 11:53:00
13168.0,12,1.25,2011-11-03 12:56:00
14607.0,240,5.39,2011-10-24 09:52:00
16793.0,6,3.75,2011-10-13 15:08:00
14385.0,8,1.95,2011-11-30 15:36:00
15737.0,36,0.39,2011-04-11 10:01:00
18104.0,12,0.85,2011-11-02 14:07:00
13658.0,6,1.95,2011-05-19 17:15:00
18223.0,2,7.95,2010-12-16 16:42:00
14911.0,24,1.25,2011-08-19 14:57:00
16173.0,10,0.85,2011-09-09 09:03:00
15031.0,4,0.42,2011-11-09 17:44:00
14893.0,10,2.08,2011-11-30 12:31:00
13344.0,4,4.95,2011-10-03 09:45:00
17350.0,10,2.08,2011-10-25 12:06:00
17377.0,6,3.75,2010-12-09 10:42:00
17964.0,1,2.25,2011-11-08 10:44:00
15021.0,1,7.95,2011-03-23 12:24:00
16910.0,1,4.25,2011-10-18 13:29:00
17337.0,1,1.49,2011-02-02 17:06:00
12474.0,8,1.65,2011-01-26 13:38:00
14713.0,4,1.25,2011-11-30 16:26:00
15555.0,2,2.95,2011-07-04 16:35:00
17213.0,6,2.95,2011-10-30 14:53:00
15300.0,6,2.89,2011-10-06 17:08:00
17238.0,2,2.1,2011-07-06 12:39:00
16515.0,12,2.95,2011-10-18 13:10:00
15223.0,6,2.95,2011-04-04 12:17:00
17377.0,1,0.55,2010-12-09 10:42:00
13532.0,1,3.75,2011-11-06 12:25:00
13018.0,4,3.75,2011-11-13 14:11:00
15933.0,12,0.85,2011-11-18 13:14:00
15358.0,12,1.25,2011-03-04 14:41:00
15547.0,1,9.95,2011-02-27 13:47:00
16016.0,6,0.39,2011-04-27 13:06:00
15036.0,1,2.95,2011-06-15 13:35:00
13534.0,6,5.95,2011-10-17 11:07:00
16438.0,1,2.95,2011-09-18 13:31:00
15622.0,10,2.08,2011-04-28 13:35:00
17392.0,25,0.42,2010-12-16 19:04:00
12562.0,6,2.55,2011-12-01 17:20:00
14442.0,8,4.95,2011-01-27 09:33:00
14032.0,24,1.65,2011-04-12 15:30:00
17528.0,1,0.83,2011-09-29 13:04:00
13098.0,6,1.95,2011-05-10 10:34:00
17223.0,1,8.5,2010-12-06 14:08:00
12748.0,2,1.95,2011-07-01 12:45:00
15311.0,2,3.75,2011-02-01 13:25:00
12347.0,24,0.85,2011-01-26 14:30:00
16705.0,12,3.75,2011-07-18 12:15:00
13869.0,2,7.95,2010-12-17 15:14:00
12476.0,12,1.95,2011-09-16 10:56:00
18231.0,2,1.25,2011-05-31 14:18:00
14680.0,100,1.79,2011-07-08 13:26:00
12952.0,3,4.95,2011-10-27 17:00:00
18223.0,12,2.95,2011-10-31 09:48:00
17966.0,6,0.85,2011-07-11 15:26:00
12657.0,12,2.08,2011-09-22 11:40:00
13704.0,3,4.95,2011-10-12 12:44:00
15426.0,1,0.29,2011-11-20 15:36:00
15626.0,36,0.65,2011-09-26 10:03:00
13735.0,3,1.25,2011-04-19 13:49:00
18210.0,36,0.39,2011-11-10 08:39:00
12971.0,36,1.95,2011-03-28 14:59:00
14796.0,1,1.95,2011-11-17 13:30:00
16384.0,12,1.25,2011-03-21 10:13:00
12474.0,4,4.15,2011-07-25 10:04:00
17675.0,24,2.1,2011-11-18 13:42:00
15048.0,1,2.55,2011-10-05 14:55:00
17511.0,100,1.45,2011-04-20 13:36:00
18041.0,1,0.85,2010-12-02 11:35:00
14911.0,12,1.25,2011-06-13 10:36:00
14482.0,1,1.25,2011-11-09 15:07:00
15025.0,1,7.95,2011-11-06 15:20:00
15298.0,12,0.42,2011-06-05 15:06:00
12748.0,1,0.42,2011-11-16 16:08:00
15827.0,6,2.95,2011-03-04 11:49:00
14800.0,4,1.65,2010-12-12 10:48:00
16729.0,2,2.08,2011-11-01 14:29:00
12395.0,12,1.95,2011-06-30 16:52:00
17864.0,1,2.95,2011-09-11 13:39:00
13065.0,4,3.25,2010-12-01 16:52:00
16302.0,24,0.85,2011-08-05 09:44:00
13098.0,25,0.42,2011-04-06 12:41:00
14191.0,25,0.42,2011-11-17 13:59:00
14546.0,4,6.75,2011-05-22 11:41:00
14096.0,4,7.46,2011-10-31 14:09:00
13089.0,10,0.85,2011-06-07 11:47:00
14573.0,2,7.95,2011-06-13 11:15:00
14646.0,12,2.1,2011-06-01 09:18:00
15834.0,1,4.95,2011-03-07 17:52:00
16642.0,48,0.39,2011-12-05 11:31:00
18211.0,12,1.25,2011-03-06 12:09:00
15356.0,4,1.45,2011-11-08 13:11:00
15508.0,2,2.08,2011-06-03 15:32:00
15513.0,6,3.25,2011-07-26 12:03:00
14646.0,72,0.36,2011-02-22 15:45:00
15907.0,1,0.39,2011-12-06 12:21:00
13117.0,24,0.42,2011-01-24 15:48:00
16549.0,2,0.55,2011-10-25 13:10:00
17252.0,1,2.1,2011-06-06 16:41:00
15335.0,2,6.95,2011-10-17 12:50:00
16317.0,12,1.25,2011-02-15 14:30:00
12753.0,40,2.55,2011-02-09 11:21:00
14056.0,2,6.25,2011-09-16 16:25:00
16931.0,4,0.42,2011-05-01 11:14:00
15311.0,1,2.95,2010-12-01 09:41:00
17975.0,2,5.95,2011-03-13 10:27:00
15281.0,24,0.21,2011-01-10 15:51:00
13758.0,2,2.55,2011-05-22 15:12:00
14793.0,4,4.95,2011-11-18 14:50:00
17511.0,72,0.36,2011-04-12 13:24:00
14911.0,24,7.65,2011-09-01 17:20:00
14770.0,12,2.95,2011-01-20 15:00:00
16384.0,3,5.45,2011-03-21 10:13:00
16367.0,6,0.85,2011-11-02 13:13:00
17793.0,1,3.75,2011-11-14 14:24:00
16313.0,8,1.69,2011-10-21 09:04:00
15311.0,2,5.95,2011-12-02 13:21:00
17997.0,3,0.55,2011-09-08 15:16:00
14911.0,24,0.79,2011-09-14 09:38:00
12621.0,12,1.25,2011-04-27 12:02:00
15260.0,10,1.65,2011-07-20 15:33:00
16791.0,1,1.25,2011-01-11 15:42:00
15620.0,2,7.95,2010-12-16 14:34:00
12748.0,8,0.85,2011-11-06 16:01:00
14646.0,96,0.72,2011-08-09 13:50:00
12965.0,2,2.1,2011-09-11 15:31:00
14540.0,1,2.95,2011-09-25 12:34:00
12347.0,4,3.75,2010-12-07 14:57:00
15659.0,24,1.25,2011-10-27 09:23:00
16767.0,16,4.95,2011-01-27 13:38:00
12415.0,12,3.45,2011-10-05 12:44:00
17811.0,1,4.95,2011-06-26 15:09:00
14978.0,1,5.95,2011-02-23 12:03:00
15622.0,4,4.15,2011-04-28 13:35:00
14096.0,1,2.5,2011-11-28 15:54:00
13717.0,36,0.19,2011-06-20 15:08:00
12681.0,3,5.95,2011-11-17 08:35:00
16401.0,36,0.42,2011-12-08 18:15:00
13668.0,8,1.25,2011-08-18 12:53:00
12688.0,10,2.08,2011-08-18 08:49:00
16422.0,144,1.69,2011-02-23 11:11:00
17841.0,2,4.95,2011-09-01 13:40:00
15298.0,12,1.65,2011-09-08 08:56:00
18210.0,6,2.55,2011-10-19 15:29:00
12942.0,2,3.75,2011-07-31 14:39:00
17091.0,10,2.08,2011-09-02 14:56:00
13572.0,6,3.75,2011-05-18 11:59:00
12398.0,4,4.95,2011-10-25 10:27:00
15850.0,1,0.42,2011-11-20 14:14:00
15159.0,12,0.39,2011-12-05 14:26:00
12395.0,12,0.85,2010-12-17 16:00:00
13571.0,15,0.85,2011-10-26 12:36:00
16011.0,6,1.65,2011-07-18 14:56:00
16265.0,24,0.55,2011-11-30 16:41:00
17954.0,2,2.08,2011-08-08 13:46:00
14533.0,12,3.75,2011-08-19 12:06:00
13952.0,24,0.85,2011-04-15 09:27:00
17950.0,1,1.65,2011-09-28 15:18:00
13394.0,12,2.95,2011-10-17 10:17:00
15624.0,12,1.65,2011-07-27 15:02:00
16156.0,6,2.95,2011-11-15 17:14:00
14684.0,1,1.65,2011-09-19 11:04:00
14857.0,4,8.25,2011-10-11 09:23:00
16656.0,72,0.72,2011-09-21 09:54:00
13634.0,4,1.45,2011-04-11 16:17:00
17894.0,15,9.95,2011-02-27 14:49:00
13199.0,24,1.25,2011-09-08 14:53:00
12683.0,12,1.65,2010-12-09 12:17:00
13668.0,4,2.49,2011-07-26 12:59:00
15078.0,20,2.08,2011-08-19 13:03:00
16904.0,3,1.65,2011-08-23 11:41:00
17088.0,2,9.95,2011-03-31 09:48:00
16005.0,1,1.25,2011-03-14 11:46:00
14502.0,1,8.5,2011-01-30 15:52:00
15867.0,12,0.42,2011-07-19 15:13:00
14395.0,2,1.65,2011-12-07 14:34:00
14099.0,2,5.95,2011-07-05 12:15:00
14096.0,2,0.83,2011-11-10 12:37:00
14684.0,1,0.65,2011-11-14 11:33:00
16592.0,6,2.55,2011-06-09 11:39:00
17623.0,12,0.85,2011-11-07 11:32:00
17071.0,10,0.85,2011-07-28 16:03:00
13610.0,2,2.49,2011-06-05 13:44:00
16458.0,10,2.08,2011-06-05 12:16:00
16409.0,2,4.95,2011-01-26 14:51:00
14466.0,10,1.95,2011-09-27 12:44:00
12477.0,6,7.95,2011-04-14 13:59:00
12540.0,12,1.25,2011-01-11 12:25:00
16923.0,5,2.89,2011-10-30 11:22:00
16729.0,3,8.5,2011-05-16 12:53:00
12444.0,3,4.95,2011-08-10 08:41:00
16360.0,2,1.45,2011-09-20 13:11:00
17372.0,2,1.65,2011-10-10 13:41:00
14606.0,1,1.45,2011-06-29 12:59:00
15023.0,1,8.25,2011-10-31 17:13:00
14156.0,30,16.95,2011-07-31 15:42:00
14834.0,6,2.89,2011-09-29 10:49:00
18257.0,6,2.89,2011-08-17 14:47:00
15039.0,1,4.25,2011-11-22 16:11:00
13637.0,10,0.85,2011-04-27 13:06:00
16298.0,12,7.95,2011-11-17 11:59:00
17509.0,12,0.85,2011-10-07 15:01:00
13437.0,2,12.75,2011-08-02 14:00:00
17213.0,2,6.95,2011-10-30 14:53:00
13448.0,1,0.95,2011-09-20 12:53:00
17672.0,2,12.75,2011-02-03 13:29:00
12754.0,1,2.95,2011-02-04 10:32:00
13827.0,1,14.95,2011-07-29 11:45:00
16814.0,6,2.95,2011-02-03 11:30:00
17841.0,1,1.25,2011-10-17 15:06:00
14502.0,1,0.39,2011-11-20 11:50:00
17231.0,1,8.5,2011-11-27 15:18:00
15764.0,2,7.95,2011-03-08 09:23:00
13102.0,12,0.42,2011-01-11 14:00:00
15532.0,1,1.65,2011-07-31 13:13:00
13930.0,24,0.55,2011-07-26 11:00:00
15447.0,12,0.85,2011-01-13 11:26:00
16595.0,3,0.65,2011-10-09 13:15:00
13018.0,12,0.42,2011-07-08 12:34:00
13985.0,6,2.95,2011-09-29 08:53:00
13755.0,1,1.25,2011-10-07 15:45:00
16359.0,1,12.75,2011-06-16 18:19:00
14911.0,48,2.55,2011-08-04 14:40:00
16015.0,2,1.65,2011-10-21 12:56:00
16626.0,4,3.95,2011-03-18 12:27:00
15622.0,2,16.95,2011-03-02 13:42:00
14948.0,24,0.55,2011-07-25 08:50:00
13091.0,-13,1.65,2011-11-18 16:48:00
13098.0,25,0.42,2011-07-21 12:46:00
17800.0,4,1.95,2011-05-06 12:44:00
12721.0,10,1.95,2011-02-09 10:11:00
14456.0,1,2.95,2011-11-17 17:18:00
12637.0,24,1.25,2011-01-20 10:48:00
16549.0,1,1.25,2011-01-09 14:03:00
17624.0,6,2.95,2011-05-05 17:59:00
18101.0,2,0.85,2011-11-28 13:37:00
14056.0,4,0.42,2011-03-17 19:01:00
14963.0,1,0.85,2011-11-06 12:44:00
13098.0,25,0.42,2011-07-28 08:55:00
15021.0,2,9.95,2011-05-05 12:22:00
12705.0,12,1.25,2011-04-08 09:54:00
13069.0,5,2.08,2011-08-12 11:48:00
13607.0,1,4.15,2011-10-30 16:17:00
13510.0,12,1.25,2011-10-25 13:51:00
15932.0,-5,0.79,2011-04-19 11:25:00
14177.0,14,0.29,2011-09-05 12:18:00
15681.0,18,2.95,2011-11-11 17:10:00
14534.0,1,6.75,2011-08-12 11:22:00
14623.0,1,12.75,2011-04-18 13:54:00
17890.0,2,3.75,2010-12-13 15:12:00
16775.0,3,1.65,2011-07-01 15:39:00
13362.0,4,3.75,2011-04-08 08:21:00
17824.0,24,1.25,2011-10-19 14:14:00
14852.0,24,0.65,2011-09-04 13:56:00
14125.0,2,9.95,2011-09-22 15:40:00
14096.0,1,2.46,2011-09-26 15:28:00
13709.0,25,0.42,2011-08-04 14:30:00
16928.0,2,1.25,2011-07-14 13:11:00
17472.0,2,1.25,2011-02-24 18:26:00
17859.0,3,4.95,2011-02-08 10:32:00
16929.0,6,4.95,2011-11-22 15:36:00
18122.0,2,0.85,2011-09-16 12:34:00
14639.0,4,6.75,2011-02-21 13:21:00
17259.0,1,1.65,2010-12-06 12:55:00
15904.0,1,1.25,2011-12-01 14:50:00
15164.0,3,2.95,2011-10-02 12:05:00
15601.0,12,1.25,2011-02-17 12:42:00
17869.0,1,8.5,2010-12-06 17:16:00
13742.0,6,2.95,2011-06-13 17:08:00
17841.0,1,1.65,2011-01-16 13:51:00
14461.0,1,0.42,2011-03-23 12:15:00
13344.0,12,1.45,2011-03-07 10:28:00
14527.0,2,4.95,2011-11-11 12:24:00
16706.0,1,4.95,2011-08-17 15:53:00
18118.0,1,2.95,2011-04-10 11:14:00
17088.0,12,0.85,2011-09-28 10:39:00
13735.0,12,2.55,2011-04-19 13:49:00
16891.0,1,3.35,2010-12-03 11:35:00
16394.0,8,1.65,2011-10-14 09:48:00
13571.0,4,2.1,2011-11-01 13:44:00
14646.0,96,1.45,2011-10-20 12:03:00
13064.0,6,1.65,2011-01-16 13:41:00
16726.0,8,0.55,2011-11-13 14:53:00
16684.0,72,2.55,2011-02-03 12:00:00
14298.0,20,0.19,2011-07-21 11:55:00
17189.0,12,0.19,2011-08-25 19:39:00
18172.0,12,2.1,2011-09-22 16:48:00
14696.0,12,0.85,2011-12-05 13:43:00
14285.0,12,4.25,2011-11-02 11:59:00
15640.0,4,4.15,2011-11-03 16:56:00
14911.0,6,8.25,2011-10-17 11:56:00
13632.0,2,9.95,2011-10-28 08:34:00
16924.0,4,4.95,2011-09-16 12:54:00
15804.0,-1,3.95,2011-09-28 09:59:00
14096.0,1,1.63,2011-10-17 13:31:00
15861.0,6,0.39,2011-07-28 11:29:00
15073.0,12,1.25,2011-06-06 09:59:00
14606.0,1,1.65,2011-08-19 11:15:00
17377.0,12,0.42,2011-06-19 12:29:00
13174.0,2,9.95,2011-11-23 14:35:00
16633.0,12,1.25,2011-10-31 14:23:00
